arrival_time,length,cpus,status
0.0,402166.0,256,CANCELLED
419.0,263214.0,256,COMPLETED
113110.0,166311.0,48,FAILED
113979.0,221466.0,48,FAILED
139809.0,52580.0,10,FAILED
144265.0,86413.0,4,FAILED
144361.0,86407.0,4,FAILED
170114.0,44356.0,12,CANCELLED
170114.0,44357.0,12,CANCELLED
170226.0,44246.0,12,CANCELLED
170735.0,43735.0,12,CANCELLED
170735.0,43735.0,12,CANCELLED
177938.0,80040.0,6,CANCELLED
179523.0,89410.0,6,COMPLETED
183903.0,172810.0,12,CANCELLED
183994.0,54071.0,12,COMPLETED
186784.0,5602.0,128,COMPLETED
188021.0,46797.0,12,COMPLETED
188582.0,52736.0,12,COMPLETED
191053.0,1.0,72,FAILED
191189.0,5.0,72,FAILED
191560.0,182.0,1,FAILED
191872.0,118.0,1,FAILED
192419.0,2.0,1,FAILED
192636.0,112.0,1,FAILED
196779.0,46491.0,48,OUT_OF_MEMORY
197585.0,47888.0,48,COMPLETED
214473.0,55.0,2,FAILED
214676.0,51.0,12,COMPLETED
214676.0,50.0,12,COMPLETED
214676.0,353.0,12,CANCELLED
214676.0,52.0,12,COMPLETED
214726.0,1.0,12,FAILED
214727.0,10.0,12,CANCELLED
214727.0,302.0,12,CANCELLED
214729.0,300.0,12,CANCELLED
214737.0,10.0,12,CANCELLED
214747.0,10.0,12,CANCELLED
214757.0,11.0,12,CANCELLED
214768.0,10.0,12,CANCELLED
214778.0,10.0,12,CANCELLED
214788.0,11.0,12,CANCELLED
214799.0,10.0,12,CANCELLED
214809.0,10.0,12,CANCELLED
214819.0,11.0,12,CANCELLED
214830.0,10.0,12,CANCELLED
214840.0,10.0,12,CANCELLED
214850.0,11.0,12,CANCELLED
214861.0,10.0,12,CANCELLED
214871.0,10.0,12,CANCELLED
214881.0,10.0,12,CANCELLED
214944.0,10.0,12,CANCELLED
215027.0,0.0,12,CANCELLED
215390.0,18132.0,12,CANCELLED
215390.0,18132.0,12,CANCELLED
215390.0,18132.0,12,CANCELLED
215390.0,52.0,12,COMPLETED
215442.0,18080.0,12,CANCELLED
219662.0,11.0,50,COMPLETED
222633.0,4.0,72,FAILED
222826.0,43219.0,2,CANCELLED
223131.0,28.0,18,FAILED
223446.0,12.0,18,FAILED
223541.0,10.0,18,FAILED
223680.0,11.0,18,FAILED
223898.0,11.0,18,FAILED
226130.0,65.0,18,FAILED
226247.0,18.0,18,FAILED
226365.0,14.0,18,FAILED
227055.0,29.0,18,FAILED
228605.0,234.0,24,COMPLETED
229385.0,1778.0,128,COMPLETED
230334.0,10.0,10,FAILED
231668.0,22176.0,128,CANCELLED
232680.0,52603.0,10,FAILED
233181.0,43215.0,10,CANCELLED
233181.0,1241.0,10,COMPLETED
233522.0,999.0,2,FAILED
233523.0,9.0,2,FAILED
233885.0,142.0,24,FAILED
234114.0,585.0,12,COMPLETED
234189.0,103.0,24,FAILED
234422.0,581.0,12,COMPLETED
234521.0,1.0,12,FAILED
234522.0,1.0,12,FAILED
234523.0,0.0,12,FAILED
234524.0,1.0,12,FAILED
234524.0,0.0,12,FAILED
234525.0,1.0,12,FAILED
234526.0,1.0,12,FAILED
234526.0,0.0,12,FAILED
234527.0,1.0,12,FAILED
234528.0,1.0,12,FAILED
234529.0,2.0,12,FAILED
234531.0,0.0,12,FAILED
234531.0,1.0,12,FAILED
234532.0,1.0,12,FAILED
234533.0,1.0,12,FAILED
234534.0,0.0,12,FAILED
234534.0,1.0,12,FAILED
234535.0,1.0,12,FAILED
234536.0,1.0,12,FAILED
234537.0,0.0,12,FAILED
234537.0,1.0,12,FAILED
234538.0,1.0,12,FAILED
234539.0,1.0,12,FAILED
234540.0,2.0,12,FAILED
234540.0,0.0,12,FAILED
234542.0,1.0,12,FAILED
234543.0,2.0,12,FAILED
234545.0,2.0,12,FAILED
234545.0,0.0,12,FAILED
234547.0,1.0,12,FAILED
234548.0,1.0,12,FAILED
234549.0,2.0,12,FAILED
234551.0,0.0,12,FAILED
234551.0,1.0,12,FAILED
234552.0,1.0,12,FAILED
234553.0,1.0,12,FAILED
234554.0,0.0,12,FAILED
234554.0,1.0,12,FAILED
234555.0,1.0,12,FAILED
234556.0,1.0,12,FAILED
234557.0,0.0,12,FAILED
234557.0,2.0,12,FAILED
234559.0,1.0,12,FAILED
234560.0,1.0,12,FAILED
234561.0,0.0,12,FAILED
234561.0,1.0,12,FAILED
234562.0,1.0,12,FAILED
234563.0,1.0,12,FAILED
234564.0,1.0,12,FAILED
234564.0,0.0,12,FAILED
234565.0,1.0,12,FAILED
234566.0,1.0,12,FAILED
234567.0,1.0,12,FAILED
234568.0,0.0,12,FAILED
234568.0,1.0,12,FAILED
234569.0,1.0,12,FAILED
234570.0,1.0,12,FAILED
234570.0,0.0,12,FAILED
234571.0,1.0,12,FAILED
234572.0,1.0,12,FAILED
234573.0,0.0,12,FAILED
234573.0,1.0,12,FAILED
234574.0,1.0,12,FAILED
234575.0,1.0,12,FAILED
234576.0,0.0,12,FAILED
234577.0,1.0,12,FAILED
234577.0,0.0,12,FAILED
234578.0,1.0,12,FAILED
234579.0,1.0,12,FAILED
234580.0,0.0,12,FAILED
234580.0,1.0,12,FAILED
234581.0,1.0,12,FAILED
234582.0,1.0,12,FAILED
234582.0,0.0,12,FAILED
234583.0,1.0,12,FAILED
234584.0,1.0,12,FAILED
234585.0,0.0,12,FAILED
234585.0,1.0,12,FAILED
234586.0,1.0,12,FAILED
234587.0,1.0,12,FAILED
234588.0,0.0,12,FAILED
234588.0,1.0,12,FAILED
234589.0,1.0,12,FAILED
234590.0,1.0,12,FAILED
234591.0,0.0,12,FAILED
234591.0,1.0,12,FAILED
234592.0,1.0,12,FAILED
234593.0,1.0,12,FAILED
234593.0,0.0,12,FAILED
234594.0,1.0,12,FAILED
234595.0,1.0,12,FAILED
234596.0,1.0,12,FAILED
234597.0,0.0,12,FAILED
234597.0,1.0,12,FAILED
234598.0,2.0,12,FAILED
234600.0,1.0,12,FAILED
234601.0,0.0,12,FAILED
234602.0,0.0,12,FAILED
234602.0,1.0,12,FAILED
234603.0,1.0,12,FAILED
234604.0,1.0,12,FAILED
234604.0,0.0,12,FAILED
234605.0,1.0,12,FAILED
234606.0,1.0,12,FAILED
234607.0,0.0,12,FAILED
234607.0,1.0,12,FAILED
234608.0,1.0,12,FAILED
234609.0,1.0,12,FAILED
234610.0,0.0,12,FAILED
234610.0,1.0,12,FAILED
234611.0,1.0,12,FAILED
234612.0,1.0,12,FAILED
234613.0,1.0,12,FAILED
234613.0,0.0,12,FAILED
234614.0,1.0,12,FAILED
234615.0,1.0,12,FAILED
234616.0,1.0,12,FAILED
234617.0,0.0,12,FAILED
234617.0,1.0,12,FAILED
234618.0,2.0,12,FAILED
234620.0,1.0,12,FAILED
234621.0,0.0,12,FAILED
234621.0,1.0,12,FAILED
234622.0,1.0,12,FAILED
234623.0,2.0,12,FAILED
234625.0,0.0,12,FAILED
234699.0,172805.0,12,CANCELLED
234818.0,1259.0,10,COMPLETED
235003.0,27.0,18,FAILED
235129.0,3.0,18,FAILED
235224.0,3.0,18,FAILED
235227.0,4.0,18,FAILED
235231.0,4.0,18,FAILED
235284.0,3.0,18,FAILED
236077.0,1162.0,10,COMPLETED
237239.0,1476.0,10,COMPLETED
237504.0,91.0,24,FAILED
238065.0,172828.0,12,CANCELLED
238274.0,21989.0,4,FAILED
238382.0,151.0,24,FAILED
238715.0,1115.0,10,COMPLETED
239252.0,100994.0,12,CANCELLED
239830.0,100418.0,12,CANCELLED
239927.0,82820.0,2,CANCELLED
239933.0,1.0,4,FAILED
239951.0,0.0,4,FAILED
240000.0,1.0,4,FAILED
240011.0,100.0,24,COMPLETED
240036.0,17931.0,2,COMPLETED
240251.0,145.0,24,FAILED
240761.0,62.0,24,CANCELLED
240851.0,145.0,24,FAILED
241318.0,0.0,12,FAILED
241319.0,1.0,12,FAILED
241319.0,0.0,12,FAILED
241320.0,1.0,12,FAILED
241321.0,1.0,12,FAILED
241321.0,0.0,12,FAILED
241322.0,1.0,12,FAILED
241323.0,0.0,12,FAILED
241323.0,1.0,12,FAILED
241324.0,1.0,12,FAILED
241325.0,1.0,12,FAILED
241326.0,1.0,12,FAILED
241326.0,0.0,12,FAILED
241327.0,1.0,12,FAILED
241328.0,1.0,12,FAILED
241329.0,1.0,12,FAILED
241330.0,1.0,12,FAILED
241331.0,1.0,12,FAILED
241332.0,1.0,12,FAILED
241333.0,0.0,12,FAILED
241333.0,1.0,12,FAILED
241334.0,1.0,12,FAILED
241335.0,1.0,12,FAILED
241336.0,1.0,12,FAILED
241336.0,0.0,12,FAILED
241337.0,1.0,12,FAILED
241338.0,1.0,12,FAILED
241339.0,1.0,12,FAILED
241339.0,0.0,12,FAILED
241340.0,1.0,12,FAILED
241341.0,0.0,12,FAILED
241342.0,0.0,12,FAILED
241342.0,1.0,12,FAILED
241343.0,1.0,12,FAILED
241344.0,1.0,12,FAILED
241345.0,1.0,12,FAILED
241346.0,1.0,12,FAILED
241347.0,1.0,12,FAILED
241348.0,0.0,12,FAILED
241348.0,1.0,12,FAILED
241349.0,1.0,12,FAILED
241350.0,1.0,12,FAILED
241351.0,1.0,12,FAILED
241351.0,0.0,12,FAILED
241352.0,1.0,12,FAILED
241353.0,0.0,12,FAILED
241354.0,0.0,12,FAILED
241354.0,1.0,12,FAILED
241355.0,1.0,12,FAILED
241356.0,1.0,12,FAILED
241357.0,0.0,12,FAILED
241357.0,1.0,12,FAILED
241358.0,1.0,12,FAILED
241359.0,0.0,12,FAILED
241360.0,0.0,12,FAILED
241360.0,1.0,12,FAILED
241361.0,2.0,12,FAILED
241363.0,2.0,12,FAILED
241365.0,1.0,12,FAILED
241366.0,0.0,12,FAILED
241366.0,1.0,12,FAILED
241367.0,1.0,12,FAILED
241368.0,0.0,12,FAILED
241369.0,1.0,12,FAILED
241369.0,0.0,12,FAILED
241370.0,1.0,12,FAILED
241371.0,1.0,12,FAILED
241371.0,0.0,12,FAILED
241372.0,1.0,12,FAILED
241373.0,1.0,12,FAILED
241374.0,1.0,12,FAILED
241374.0,0.0,12,FAILED
241375.0,1.0,12,FAILED
241376.0,1.0,12,FAILED
241377.0,1.0,12,FAILED
241377.0,0.0,12,FAILED
241378.0,1.0,12,FAILED
241379.0,0.0,12,FAILED
241379.0,1.0,12,FAILED
241380.0,1.0,12,FAILED
241381.0,1.0,12,FAILED
241382.0,1.0,12,FAILED
241382.0,0.0,12,FAILED
241383.0,1.0,12,FAILED
241384.0,1.0,12,FAILED
241385.0,0.0,12,FAILED
241385.0,1.0,12,FAILED
241386.0,1.0,12,FAILED
241387.0,1.0,12,FAILED
241388.0,1.0,12,FAILED
241388.0,0.0,12,FAILED
241389.0,1.0,12,FAILED
241390.0,1.0,12,FAILED
241391.0,0.0,12,FAILED
241391.0,1.0,12,FAILED
241392.0,1.0,12,FAILED
241393.0,1.0,12,FAILED
241394.0,0.0,12,FAILED
241394.0,1.0,12,FAILED
241395.0,1.0,12,FAILED
241396.0,1.0,12,FAILED
241397.0,1.0,12,FAILED
241397.0,0.0,12,FAILED
241398.0,1.0,12,FAILED
241399.0,1.0,12,FAILED
241400.0,0.0,12,FAILED
241400.0,1.0,12,FAILED
241401.0,1.0,12,FAILED
241402.0,0.0,12,FAILED
241403.0,0.0,12,FAILED
241403.0,1.0,12,FAILED
241404.0,1.0,12,FAILED
241405.0,1.0,12,FAILED
241406.0,1.0,12,FAILED
241407.0,2.0,12,FAILED
241409.0,1.0,12,FAILED
241410.0,1.0,12,FAILED
241411.0,1.0,12,FAILED
241411.0,0.0,12,FAILED
241412.0,2.0,12,FAILED
241414.0,1.0,12,FAILED
241415.0,1.0,12,FAILED
241415.0,0.0,12,FAILED
241416.0,1.0,12,FAILED
241417.0,1.0,12,FAILED
241418.0,0.0,12,FAILED
242089.0,31.0,18,FAILED
242228.0,1483.0,10,COMPLETED
242610.0,24.0,18,FAILED
243711.0,1246.0,10,COMPLETED
245012.0,1469.0,10,COMPLETED
245473.0,67.0,2,FAILED
245696.0,959.0,2,FAILED
246481.0,1484.0,10,COMPLETED
247965.0,973.0,2,COMPLETED
248283.0,25.0,12,FAILED
248308.0,1498.0,10,COMPLETED
249180.0,66.0,2,COMPLETED
249772.0,61995.0,12,COMPLETED
249857.0,46.0,18,FAILED
249948.0,79.0,18,CANCELLED
250050.0,101.0,18,CANCELLED
253441.0,72.0,24,FAILED
253572.0,230.0,24,FAILED
253887.0,257.0,24,FAILED
254302.0,472.0,24,COMPLETED
256380.0,3.0,2,FAILED
256415.0,484.0,2,FAILED
257095.0,12521.0,2,COMPLETED
257979.0,11675.0,2,CANCELLED
259781.0,7297.0,128,COMPLETED
267223.0,26.0,6,CANCELLED
267267.0,172817.0,6,CANCELLED
268225.0,845.0,1,COMPLETED
268933.0,940.0,2,COMPLETED
269654.0,33.0,2,FAILED
270059.0,45.0,6,CANCELLED
270109.0,69820.0,6,COMPLETED
270403.0,41.0,2,FAILED
270536.0,36.0,2,FAILED
270630.0,35.0,2,FAILED
270724.0,35.0,2,FAILED
270916.0,172828.0,6,CANCELLED
276396.0,43230.0,10,CANCELLED
276619.0,26919.0,12,COMPLETED
303538.0,449.0,2,FAILED
308340.0,25085.0,2,CANCELLED
309930.0,1591.0,10,CANCELLED
310047.0,1472.0,10,CANCELLED
312513.0,6218.0,10,COMPLETED
314280.0,9.0,18,FAILED
314864.0,73.0,18,CANCELLED
315793.0,28.0,18,FAILED
315837.0,3497.0,18,FAILED
317564.0,175.0,112,COMPLETED
317774.0,432011.0,112,CANCELLED
318731.0,920.0,2,FAILED
319334.0,871.0,1,FAILED
319627.0,794.0,1,FAILED
320421.0,43220.0,10,CANCELLED
321554.0,7297.0,128,COMPLETED
326918.0,84.0,2,COMPLETED
327002.0,82.0,2,COMPLETED
327104.0,43227.0,10,CANCELLED
328924.0,81.0,4,FAILED
329061.0,634.0,4,CANCELLED
329242.0,7.0,4,CANCELLED
329802.0,18528.0,2,FAILED
331274.0,13.0,128,COMPLETED
331364.0,1986.0,128,COMPLETED
331697.0,2023.0,1,CANCELLED
333426.0,59.0,2,FAILED
333563.0,3.0,2,FAILED
333593.0,3.0,2,FAILED
333653.0,3.0,2,FAILED
333688.0,61.0,1,FAILED
333910.0,55.0,1,FAILED
334519.0,50.0,1,FAILED
334648.0,50.0,1,FAILED
335743.0,58.0,1,FAILED
335806.0,39.0,1,FAILED
336357.0,2082.0,128,COMPLETED
336486.0,57.0,1,FAILED
337679.0,388825.0,18,CANCELLED
337685.0,115.0,2,FAILED
337818.0,49.0,4,COMPLETED
337818.0,45.0,4,COMPLETED
337818.0,39.0,4,COMPLETED
337818.0,35.0,4,COMPLETED
337818.0,50.0,4,COMPLETED
337818.0,47.0,4,COMPLETED
337818.0,36.0,4,COMPLETED
337818.0,42.0,4,COMPLETED
337818.0,44.0,4,COMPLETED
337818.0,46.0,4,COMPLETED
337818.0,35.0,4,COMPLETED
337818.0,38.0,4,COMPLETED
337818.0,41.0,4,COMPLETED
337818.0,44.0,4,COMPLETED
337818.0,504.0,4,COMPLETED
337818.0,59.0,4,COMPLETED
337818.0,504.0,4,COMPLETED
337818.0,502.0,4,COMPLETED
337818.0,502.0,4,COMPLETED
337818.0,504.0,4,COMPLETED
337818.0,505.0,4,COMPLETED
337818.0,470.0,4,COMPLETED
337818.0,54.0,4,COMPLETED
337818.0,470.0,4,COMPLETED
337818.0,509.0,4,COMPLETED
337818.0,510.0,4,COMPLETED
337818.0,492.0,4,COMPLETED
337818.0,486.0,4,COMPLETED
337818.0,489.0,4,COMPLETED
337818.0,753.0,4,COMPLETED
337818.0,34.0,4,COMPLETED
337818.0,42.0,4,COMPLETED
337818.0,40.0,4,COMPLETED
337818.0,39.0,4,COMPLETED
337818.0,10.0,4,COMPLETED
337818.0,18.0,4,COMPLETED
337818.0,17.0,4,COMPLETED
337818.0,34.0,4,COMPLETED
337818.0,36.0,4,COMPLETED
337818.0,33.0,4,COMPLETED
337818.0,35.0,4,COMPLETED
337818.0,16.0,4,COMPLETED
337818.0,37.0,4,COMPLETED
337818.0,38.0,4,COMPLETED
337818.0,39.0,4,COMPLETED
337818.0,34.0,4,COMPLETED
337818.0,40.0,4,COMPLETED
337818.0,36.0,4,COMPLETED
337818.0,36.0,4,COMPLETED
337818.0,38.0,4,COMPLETED
337828.0,421.0,4,COMPLETED
337835.0,420.0,4,COMPLETED
337835.0,425.0,4,COMPLETED
337836.0,437.0,4,COMPLETED
337851.0,388.0,4,COMPLETED
337852.0,397.0,4,COMPLETED
337852.0,395.0,4,COMPLETED
337852.0,392.0,4,COMPLETED
337853.0,398.0,4,COMPLETED
337853.0,397.0,4,COMPLETED
337854.0,396.0,4,COMPLETED
337854.0,390.0,4,COMPLETED
337854.0,402.0,4,COMPLETED
337854.0,389.0,4,COMPLETED
337854.0,403.0,4,COMPLETED
337855.0,409.0,4,COMPLETED
337856.0,392.0,4,COMPLETED
337856.0,391.0,4,COMPLETED
337856.0,388.0,4,COMPLETED
337857.0,405.0,4,COMPLETED
337857.0,406.0,4,COMPLETED
337857.0,398.0,4,COMPLETED
337858.0,697.0,4,COMPLETED
337858.0,707.0,4,COMPLETED
337859.0,694.0,4,COMPLETED
337860.0,704.0,4,COMPLETED
337860.0,690.0,4,COMPLETED
337862.0,703.0,4,COMPLETED
337862.0,691.0,4,COMPLETED
337863.0,851.0,4,COMPLETED
337864.0,705.0,4,COMPLETED
337865.0,695.0,4,COMPLETED
337867.0,847.0,4,COMPLETED
337868.0,693.0,4,COMPLETED
337872.0,847.0,4,COMPLETED
337877.0,851.0,4,COMPLETED
338239.0,712.0,4,COMPLETED
338243.0,706.0,4,COMPLETED
338244.0,748.0,4,COMPLETED
338244.0,721.0,4,COMPLETED
338245.0,705.0,4,COMPLETED
338247.0,708.0,4,COMPLETED
338247.0,695.0,4,COMPLETED
338248.0,692.0,4,COMPLETED
338249.0,715.0,4,COMPLETED
338249.0,781.0,4,COMPLETED
338250.0,696.0,4,COMPLETED
338250.0,717.0,4,COMPLETED
338251.0,695.0,4,COMPLETED
338255.0,785.0,4,COMPLETED
338255.0,677.0,4,COMPLETED
338256.0,725.0,4,COMPLETED
338257.0,687.0,4,COMPLETED
338260.0,770.0,4,COMPLETED
338262.0,720.0,4,COMPLETED
338263.0,721.0,4,COMPLETED
338264.0,718.0,4,COMPLETED
338273.0,801.0,4,COMPLETED
338288.0,17.0,4,COMPLETED
338288.0,25.0,4,COMPLETED
338305.0,18.0,4,COMPLETED
338305.0,20.0,4,COMPLETED
338307.0,22.0,4,COMPLETED
338310.0,22.0,4,COMPLETED
338313.0,16.0,4,COMPLETED
338320.0,20.0,4,COMPLETED
338320.0,21.0,4,COMPLETED
338322.0,1.0,4,FAILED
338322.0,1.0,4,FAILED
338322.0,2.0,4,FAILED
338323.0,25.0,4,COMPLETED
338323.0,19.0,4,COMPLETED
338323.0,20.0,4,COMPLETED
338323.0,19.0,4,COMPLETED
338324.0,26.0,4,COMPLETED
338325.0,31.0,4,COMPLETED
338327.0,21.0,4,COMPLETED
338328.0,22.0,4,COMPLETED
338329.0,26.0,4,COMPLETED
338330.0,28.0,4,COMPLETED
338332.0,32.0,4,COMPLETED
338340.0,31.0,4,COMPLETED
338341.0,20.0,4,COMPLETED
338342.0,25.0,4,COMPLETED
338342.0,23.0,4,COMPLETED
338343.0,28.0,4,COMPLETED
338348.0,34.0,4,COMPLETED
338349.0,35.0,4,COMPLETED
338350.0,20.0,4,COMPLETED
338351.0,22.0,4,COMPLETED
338356.0,31.0,4,COMPLETED
338356.0,36.0,4,COMPLETED
338358.0,38.0,4,COMPLETED
338361.0,43.0,4,COMPLETED
338364.0,43.0,4,COMPLETED
338365.0,37.0,4,COMPLETED
338367.0,37.0,4,COMPLETED
338370.0,42.0,4,COMPLETED
338371.0,39.0,4,COMPLETED
338371.0,43.0,4,COMPLETED
338373.0,41.0,4,COMPLETED
338382.0,45.0,4,COMPLETED
338384.0,44.0,4,COMPLETED
338387.0,49.0,4,COMPLETED
338392.0,50.0,4,COMPLETED
338396.0,49.0,4,COMPLETED
338402.0,35.0,4,COMPLETED
338404.0,45.0,4,COMPLETED
338404.0,44.0,4,COMPLETED
338407.0,52.0,4,COMPLETED
338410.0,49.0,4,COMPLETED
338412.0,53.0,4,COMPLETED
338414.0,41.0,4,COMPLETED
338414.0,47.0,4,COMPLETED
338428.0,50.0,4,COMPLETED
338428.0,54.0,4,COMPLETED
338436.0,61.0,4,COMPLETED
338438.0,51.0,4,COMPLETED
338442.0,46.0,4,COMPLETED
338445.0,44.0,4,COMPLETED
338448.0,49.0,4,COMPLETED
338449.0,54.0,4,COMPLETED
338455.0,60.0,4,COMPLETED
338459.0,71.0,4,COMPLETED
338459.0,47.0,4,COMPLETED
338461.0,46.0,4,COMPLETED
338466.0,49.0,4,COMPLETED
338478.0,57.0,4,COMPLETED
338482.0,66.0,4,COMPLETED
338488.0,77.0,4,COMPLETED
338489.0,55.0,4,COMPLETED
338489.0,50.0,4,COMPLETED
338497.0,59.0,4,COMPLETED
338497.0,61.0,4,COMPLETED
338503.0,62.0,4,COMPLETED
338506.0,62.0,4,COMPLETED
338507.0,54.0,4,COMPLETED
338515.0,58.0,4,COMPLETED
338515.0,56.0,4,COMPLETED
338530.0,69.0,4,COMPLETED
338535.0,67.0,4,COMPLETED
338539.0,61.0,4,COMPLETED
338544.0,57.0,4,COMPLETED
338548.0,60.0,4,COMPLETED
338550.0,60.0,4,COMPLETED
338553.0,71.0,4,COMPLETED
338553.0,68.0,4,COMPLETED
338555.0,74.0,4,COMPLETED
338556.0,56.0,4,COMPLETED
338558.0,68.0,4,COMPLETED
338560.0,65.0,4,COMPLETED
338561.0,72.0,4,COMPLETED
338562.0,72.0,4,COMPLETED
338564.0,84.0,4,COMPLETED
338565.0,66.0,4,COMPLETED
338565.0,64.0,4,COMPLETED
338565.0,68.0,4,COMPLETED
338566.0,75.0,4,COMPLETED
338568.0,85.0,4,COMPLETED
338569.0,88.0,4,COMPLETED
338571.0,65.0,4,COMPLETED
338571.0,70.0,4,COMPLETED
338573.0,72.0,4,COMPLETED
338599.0,91.0,4,COMPLETED
338601.0,95.0,4,COMPLETED
338601.0,77.0,4,COMPLETED
338602.0,68.0,4,COMPLETED
338608.0,66.0,4,COMPLETED
338610.0,31.0,4,COMPLETED
338612.0,69.0,4,COMPLETED
338621.0,32.0,4,COMPLETED
338624.0,32.0,4,COMPLETED
338625.0,32.0,4,COMPLETED
338626.0,38.0,4,COMPLETED
338629.0,38.0,4,COMPLETED
338629.0,32.0,4,COMPLETED
338631.0,68.0,4,COMPLETED
338633.0,31.0,4,COMPLETED
338633.0,31.0,4,COMPLETED
338634.0,68.0,4,COMPLETED
338636.0,72.0,4,COMPLETED
338641.0,30.0,4,COMPLETED
338641.0,30.0,4,COMPLETED
338641.0,43.0,4,COMPLETED
338645.0,31.0,4,COMPLETED
338648.0,32.0,4,COMPLETED
338653.0,70.0,4,COMPLETED
338653.0,32.0,4,COMPLETED
338656.0,31.0,4,COMPLETED
338657.0,31.0,4,COMPLETED
338657.0,30.0,4,COMPLETED
338661.0,32.0,4,COMPLETED
338664.0,37.0,4,COMPLETED
338664.0,29.0,4,COMPLETED
338665.0,31.0,4,COMPLETED
338667.0,36.0,4,COMPLETED
338670.0,76.0,4,COMPLETED
338671.0,75.0,4,COMPLETED
338671.0,73.0,4,COMPLETED
338671.0,0.0,4,FAILED
338674.0,31.0,4,COMPLETED
338676.0,31.0,4,COMPLETED
338678.0,51.0,4,COMPLETED
338680.0,52.0,4,COMPLETED
338681.0,52.0,4,COMPLETED
338684.0,64.0,4,COMPLETED
338685.0,52.0,4,COMPLETED
338687.0,50.0,4,COMPLETED
338688.0,51.0,4,COMPLETED
338688.0,51.0,4,COMPLETED
338690.0,54.0,4,COMPLETED
338693.0,52.0,4,COMPLETED
338693.0,51.0,4,COMPLETED
338696.0,51.0,4,COMPLETED
338696.0,50.0,4,COMPLETED
338699.0,53.0,4,COMPLETED
338701.0,54.0,4,COMPLETED
338702.0,50.0,4,COMPLETED
338703.0,54.0,4,COMPLETED
338705.0,50.0,4,COMPLETED
338707.0,50.0,4,COMPLETED
338708.0,51.0,4,COMPLETED
338714.0,55.0,4,COMPLETED
338714.0,50.0,4,COMPLETED
338714.0,0.0,4,FAILED
338719.0,55.0,4,COMPLETED
338723.0,55.0,4,COMPLETED
338728.0,55.0,4,COMPLETED
338729.0,55.0,4,COMPLETED
338732.0,51.0,4,COMPLETED
338733.0,51.0,4,COMPLETED
338737.0,52.0,4,COMPLETED
338737.0,49.0,4,COMPLETED
338739.0,51.0,4,COMPLETED
338739.0,52.0,4,COMPLETED
338744.0,48.0,4,COMPLETED
338744.0,52.0,4,COMPLETED
338744.0,52.0,4,COMPLETED
338745.0,48.0,4,COMPLETED
338746.0,93.0,4,COMPLETED
338746.0,92.0,4,COMPLETED
338746.0,118.0,4,COMPLETED
338747.0,47.0,4,COMPLETED
338748.0,56.0,4,COMPLETED
338752.0,123.0,4,COMPLETED
338752.0,123.0,4,COMPLETED
338755.0,122.0,4,COMPLETED
338755.0,49.0,4,COMPLETED
338757.0,45.0,4,COMPLETED
338757.0,50.0,4,COMPLETED
338759.0,44.0,4,COMPLETED
338764.0,127.0,4,COMPLETED
338769.0,122.0,4,COMPLETED
338774.0,50.0,4,COMPLETED
338778.0,50.0,4,COMPLETED
338783.0,50.0,4,COMPLETED
338784.0,46.0,4,COMPLETED
338784.0,47.0,4,COMPLETED
338784.0,50.0,4,COMPLETED
338786.0,47.0,4,COMPLETED
338789.0,47.0,4,COMPLETED
338790.0,45.0,4,COMPLETED
338791.0,50.0,4,COMPLETED
338792.0,45.0,4,COMPLETED
338793.0,47.0,4,COMPLETED
338794.0,46.0,4,COMPLETED
338796.0,125.0,4,COMPLETED
338796.0,51.0,4,COMPLETED
338802.0,44.0,4,COMPLETED
338803.0,44.0,4,COMPLETED
338804.0,50.0,4,COMPLETED
338804.0,1.0,4,FAILED
338805.0,64.0,4,COMPLETED
338807.0,50.0,4,COMPLETED
338824.0,92.0,4,COMPLETED
338828.0,92.0,4,COMPLETED
338830.0,83.0,4,COMPLETED
338831.0,86.0,4,COMPLETED
338833.0,1.0,4,FAILED
338833.0,81.0,4,COMPLETED
338834.0,150.0,4,COMPLETED
338834.0,155.0,4,COMPLETED
338835.0,92.0,4,COMPLETED
338836.0,91.0,4,COMPLETED
338837.0,81.0,4,COMPLETED
338838.0,87.0,4,COMPLETED
338839.0,82.0,4,COMPLETED
338840.0,86.0,4,COMPLETED
338840.0,82.0,4,COMPLETED
338841.0,84.0,4,COMPLETED
338846.0,81.0,4,COMPLETED
338847.0,161.0,4,COMPLETED
338847.0,81.0,4,COMPLETED
338854.0,90.0,4,COMPLETED
338857.0,90.0,4,COMPLETED
338864.0,90.0,4,COMPLETED
338869.0,96.0,4,COMPLETED
338875.0,164.0,4,COMPLETED
338875.0,164.0,4,COMPLETED
338877.0,161.0,4,COMPLETED
338891.0,167.0,4,COMPLETED
338891.0,163.0,4,COMPLETED
338913.0,82.0,4,COMPLETED
338915.0,79.0,4,COMPLETED
338916.0,88.0,4,COMPLETED
338917.0,79.0,4,COMPLETED
338918.0,82.0,4,COMPLETED
338920.0,88.0,4,COMPLETED
338921.0,162.0,4,COMPLETED
338921.0,83.0,4,COMPLETED
338922.0,44.0,4,COMPLETED
338925.0,43.0,4,COMPLETED
338925.0,43.0,4,COMPLETED
338926.0,44.0,4,COMPLETED
338927.0,0.0,4,FAILED
338927.0,46.0,4,COMPLETED
338927.0,51.0,4,COMPLETED
338927.0,57.0,4,COMPLETED
338928.0,46.0,4,COMPLETED
338932.0,46.0,4,COMPLETED
