arrival_time|length|cpus|name|args
0|85.0|1|mocked-constant-from-phases|[{'name': 'Start', 'duration': 5.349, 'power': 59.9},{'name': 'Finish Imports', 'duration': 12.36, 'power': 53.77},{'name': 'after load data', 'duration': 5.7513, 'power': 63.17}, {'name': 'Start training', 'duration': 8.171, 'power': 221.93}, {'name': 'Epoch 1.0 ended', 'duration': 1.5477, 'power': 134.0}, {'name': 'Evaluate5', 'duration': 2.720, 'power': 105.1}, {'name': 'Epoch 1.0. Saved', 'duration': 7.437, 'power': 235.37}, {'name': 'Epoch 2.0 ended', 'duration': 1.5130, 'power': 139.88}, {'name': 'Evaluate', 'duration': 2.698, 'power': 114.09}, {'name': 'Epoch 2.0. Saved', 'duration': 7.430, 'power': 239.19},{'name': 'Epoch 3.0 ended', 'duration': 1.4680, 'power': 143.62},{'name': 'Evaluate', 'duration': 2.679, 'power': 112.46},{'name': 'Epoch 3.0. Saved', 'duration': 7.453, 'power': 238.28},{'name': 'Epoch 4.0 ended', 'duration': 1.5398, 'power': 141.87},{'name': 'Evaluate', 'duration': 2.669, 'power': 112.87},{'name': 'Epoch 4.0. Saved', 'duration': 7.455, 'power': 236.59},{'name': 'Epoch 5.0 ended', 'duration': 1.514, 'power': 146.69},{'name': 'Evaluate', 'duration': 2.668, 'power': 107.83},{'name': 'End training', 'duration': 1.5576, 'power': 123.31}]
0|85.0|1|phases|[{'name': 'Start', 'duration': 5.349, 'power': 59.9},{'name': 'Finish Imports', 'duration': 12.36, 'power': 53.77},{'name': 'after load data', 'duration': 5.7513, 'power': 63.17}, {'name': 'Start training', 'duration': 8.171, 'power': 221.93}, {'name': 'Epoch 1.0 ended', 'duration': 1.5477, 'power': 134.0}, {'name': 'Evaluate5', 'duration': 2.720, 'power': 105.1}, {'name': 'Epoch 1.0. Saved', 'duration': 7.437, 'power': 235.37}, {'name': 'Epoch 2.0 ended', 'duration': 1.5130, 'power': 139.88}, {'name': 'Evaluate', 'duration': 2.698, 'power': 114.09}, {'name': 'Epoch 2.0. Saved', 'duration': 7.430, 'power': 239.19},{'name': 'Epoch 3.0 ended', 'duration': 1.4680, 'power': 143.62},{'name': 'Evaluate', 'duration': 2.679, 'power': 112.46},{'name': 'Epoch 3.0. Saved', 'duration': 7.453, 'power': 238.28},{'name': 'Epoch 4.0 ended', 'duration': 1.5398, 'power': 141.87},{'name': 'Evaluate', 'duration': 2.669, 'power': 112.87},{'name': 'Epoch 4.0. Saved', 'duration': 7.455, 'power': 236.59},{'name': 'Epoch 5.0 ended', 'duration': 1.514, 'power': 146.69},{'name': 'Evaluate', 'duration': 2.668, 'power': 107.83},{'name': 'End training', 'duration': 1.5576, 'power': 123.31}]

