zone,carbon_intensity_avg,datetime,updatedAt,createdAt,emissionFactorType,isEstimated,estimationMethod
DE,603,2024-02-08T06:00:00.000Z,2024-02-08T12:47:44.193Z,2024-02-05T06:46:51.535Z,lifecycle,False,
DE,599,2024-02-08T07:00:00.000Z,2024-02-08T12:45:43.553Z,2024-02-05T07:49:05.659Z,lifecycle,False,
DE,588,2024-02-08T08:00:00.000Z,2024-02-08T15:46:08.751Z,2024-02-05T08:48:58.732Z,lifecycle,False,
DE,575,2024-02-08T09:00:00.000Z,2024-02-08T15:46:08.751Z,2024-02-05T09:47:57.707Z,lifecycle,False,
DE,557,2024-02-08T10:00:00.000Z,2024-02-08T15:45:43.558Z,2024-02-05T10:47:09.911Z,lifecycle,False,
DE,556,2024-02-08T11:00:00.000Z,2024-02-08T15:46:04.162Z,2024-02-05T12:01:46.160Z,lifecycle,False,
DE,562,2024-02-08T12:00:00.000Z,2024-02-08T15:46:08.751Z,2024-02-05T12:46:49.051Z,lifecycle,False,
DE,569,2024-02-08T13:00:00.000Z,2024-02-08T15:46:08.751Z,2024-02-05T13:49:37.839Z,lifecycle,False,
DE,573,2024-02-08T14:00:00.000Z,2024-02-08T15:46:04.162Z,2024-02-05T14:49:48.714Z,lifecycle,False,
DE,603,2024-02-08T15:00:00.000Z,2024-02-08T15:46:08.751Z,2024-02-05T15:47:12.758Z,lifecycle,True,TIME_SLICER_AVERAGE
DE,641,2024-02-08T16:00:00.000Z,2024-02-08T15:45:43.558Z,2024-02-05T16:47:10.112Z,lifecycle,True,TIME_SLICER_AVERAGE
DE,543,2024-02-08T17:00:00.000Z,2024-02-09T15:49:41.049Z,2024-02-05T17:47:48.588Z,lifecycle,False,
DE,521,2024-02-08T18:00:00.000Z,2024-02-09T15:48:30.433Z,2024-02-05T18:49:07.455Z,lifecycle,False,
DE,498,2024-02-08T19:00:00.000Z,2024-02-09T15:49:41.049Z,2024-02-05T19:48:05.004Z,lifecycle,False,
DE,476,2024-02-08T20:00:00.000Z,2024-02-09T10:00:55.685Z,2024-02-05T20:48:20.180Z,lifecycle,False,
DE,435,2024-02-08T21:00:00.000Z,2024-02-09T10:00:55.685Z,2024-02-05T21:47:20.090Z,lifecycle,False,
DE,388,2024-02-08T22:00:00.000Z,2024-02-09T10:47:12.222Z,2024-02-05T22:49:27.921Z,lifecycle,False,
DE,370,2024-02-08T23:00:00.000Z,2024-02-09T10:47:08.383Z,2024-02-05T23:48:32.864Z,lifecycle,False,
DE,363,2024-02-09T00:00:00.000Z,2024-02-09T10:47:12.222Z,2024-02-06T00:48:45.899Z,lifecycle,False,
DE,339,2024-02-09T01:00:00.000Z,2024-02-09T10:47:08.383Z,2024-02-06T01:48:13.855Z,lifecycle,False,
DE,308,2024-02-09T02:00:00.000Z,2024-02-09T10:47:08.383Z,2024-02-06T02:46:28.794Z,lifecycle,False,
DE,299,2024-02-09T03:00:00.000Z,2024-02-09T10:47:08.383Z,2024-02-06T03:48:19.829Z,lifecycle,False,
DE,303,2024-02-09T04:00:00.000Z,2024-02-09T10:46:47.486Z,2024-02-06T04:47:06.732Z,lifecycle,False,
DE,316,2024-02-09T05:00:00.000Z,2024-02-09T10:47:08.383Z,2024-02-06T05:50:51.507Z,lifecycle,False,
DE,345,2024-02-09T06:00:00.000Z,2024-02-09T13:49:19.276Z,2024-02-06T06:48:47.933Z,lifecycle,False,
DE,342,2024-02-09T07:00:00.000Z,2024-02-09T13:48:59.756Z,2024-02-06T08:00:21.661Z,lifecycle,False,
